ID,101,102,105,107,110,113,114,116,119,120,128,130,135,139,140,141,143,145,147,149,150,151,154,156,158,159,166,167,170,174,175,181,182,185,186,190,191,194,197,199,Condition,order,atc_passed
83,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
84,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
85,-99,girl,achievement,relationship,song,friendships,victory,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmares,rapists,difficulties,crimes,failure,deaths,proposals,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,hundred,big,wide,NEGATIVE,2,False
86,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particle,predecessor,affiliation,referrals,pillar,towns,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,wide,NEGATIVE,1,True
87,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,region,instructions,particle,predecessors,affiliations,referral,pillars,towns,minute,yard,kilometer,tablespoon,liter,gigabyte,-99,thousand,big,wide,POSITIVE,3,False
88,paycheck,girls,achievement,relationships,song,friendships,victories,miracles,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposals,sites,region,instructions,particles,predecessor,affiliations,referrals,pillar,towns,second,yard,centimeter,teaspoon,liter,megabyte,gigahertz,thousand,-99,wide,NEGATIVE,1,True
89,paychecks,girl,achievements,relationships,song,friendship,victories,miracle,winner,bonus,homicides,deficiency,killer,funerals,nightmare,rapist,-99,crime,failures,deaths,proposals,site,region,instruction,particles,predecessor,affiliation,referral,pillar,town,second,-99,-99,teaspoon,liter,gigabyte,hertz,thousand,small,narrow,NEGATIVE,3,True
90,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referrals,pillar,town,second,mile,kilometer,tablespoon,liter,gigabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
91,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,kilometer,-99,liter,megabyte,hertz,thousand,big,wide,POSITIVE,2,True
92,paycheck,girls,achievements,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,mile,centimeter,tablespoon,cup,megabyte,hertz,thousand,big,wide,POSITIVE,2,True
93,paychecks,girls,achievements,relationship,songs,friendships,victories,-99,winners,bonuses,homicide,deficiencies,killers,funeral,nightmare,rapists,difficulty,crimes,failures,deaths,proposals,site,regions,instruction,particle,predecessor,affiliation,referral,pillars,towns,minute,mile,centimeter,teaspoon,cup,megabyte,gigahertz,thousand,small,wide,NEGATIVE,1,True
94,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillar,town,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
95,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,teaspoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
96,paychecks,girls,achievements,relationships,song,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliations,referrals,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,thousand,small,wide,POSITIVE,3,True
97,paycheck,girl,achievement,relationships,songs,friendship,victory,miracles,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulty,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,yard,centimeter,teaspoon,cup,gigabyte,gigahertz,hundred,big,wide,NEGATIVE,2,False
98,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,-99,proposal,sites,region,instruction,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,3,True
99,paycheck,girls,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instructions,particle,predecessor,affiliations,referral,pillar,town,second,yard,kilometer,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
100,paychecks,girls,achievement,relationship,song,friendship,victory,miracles,winner,bonuses,homicides,deficiency,killers,funerals,nightmare,rapists,difficulties,crimes,failure,deaths,proposals,site,regions,instruction,particle,predecessor,affiliations,referral,pillars,town,minute,yard,kilometer,tablespoon,cup,gigabyte,gigahertz,hundred,small,narrow,NEGATIVE,2,True
101,paycheck,girls,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instructions,-99,predecessor,affiliations,referrals,pillar,town,second,mile,kilometer,teaspoon,liter,gigabyte,gigahertz,hundred,-99,narrow,NEGATIVE,1,True
102,paychecks,girls,achievements,relationship,song,friendship,victory,miracles,winner,bonuses,homicide,deficiency,killer,funerals,nightmare,rapists,difficulties,crime,failures,deaths,proposals,site,region,instructions,particles,predecessors,affiliation,referral,pillars,town,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
103,paycheck,girls,achievement,relationships,song,friendship,victory,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessors,affiliations,referral,pillar,towns,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
104,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,narrow,NEGATIVE,3,True
105,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,-99,rapist,difficulty,crime,failure,death,proposals,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillar,towns,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
106,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,2,True
107,paychecks,girls,achievements,relationships,songs,friendships,victories,miracle,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,-99,region,instruction,particle,predecessor,affiliation,referral,pillars,town,second,yard,centimeter,tablespoon,cup,gigabyte,gigahertz,hundred,big,wide,POSITIVE,3,True
108,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funerals,nightmares,rapist,difficulty,crime,failure,deaths,proposal,site,regions,instructions,particle,predecessor,affiliation,referral,pillar,town,minute,yard,kilometer,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
109,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crimes,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliation,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,False
110,paychecks,girls,achievement,relationships,songs,friendships,victories,miracles,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instructions,particle,predecessors,affiliation,referrals,pillars,towns,second,mile,centimeter,teaspoon,liter,gigabyte,gigahertz,thousand,small,wide,POSITIVE,1,True
111,paychecks,girls,achievement,relationships,song,friendships,victories,miracles,winners,bonus,homicides,deficiency,killers,funeral,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliation,referral,pillar,towns,minute,mile,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,wide,NEGATIVE,2,True
112,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessor,affiliation,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
113,paychecks,girl,achievements,relationship,song,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,region,instruction,particle,predecessor,affiliation,referrals,pillar,town,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
114,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,region,instruction,particle,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
115,paycheck,girls,achievement,relationships,song,friendship,victory,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instructions,particles,predecessors,affiliation,referrals,pillar,towns,second,mile,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
116,paycheck,girls,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funerals,nightmare,rapists,difficulties,crime,failure,deaths,proposals,site,regions,instruction,particles,predecessors,affiliations,referral,pillar,towns,minute,yard,centimeter,teaspoon,cup,megabyte,gigahertz,hundred,small,wide,POSITIVE,3,False
117,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instruction,particles,predecessor,affiliation,referrals,pillar,town,second,mile,centimeter,teaspoon,cup,gigabyte,gigahertz,hundred,small,narrow,NEGATIVE,3,True
118,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessors,affiliation,referrals,pillars,towns,second,mile,kilometer,teaspoon,liter,megabyte,gigahertz,thousand,small,narrow,NEGATIVE,3,True
119,paycheck,girl,achievement,relationships,songs,friendship,victory,miracle,winner,bonus,homicide,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instruction,particle,predecessors,affiliation,referral,pillars,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,thousand,big,narrow,NEGATIVE,2,True
120,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instructions,particle,predecessors,affiliation,referral,pillar,towns,second,mile,kilometer,tablespoon,liter,megabyte,hertz,thousand,small,narrow,NEGATIVE,1,True
121,paycheck,girl,achievement,relationship,song,friendships,victory,miracle,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instructions,particle,predecessors,affiliation,referral,pillar,town,second,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,hundred,small,narrow,NEGATIVE,1,True
122,paycheck,girls,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulty,crimes,failures,deaths,proposals,site,region,instruction,particle,predecessor,affiliation,referral,pillars,town,second,yard,kilometer,teaspoon,liter,gigabyte,gigahertz,thousand,big,narrow,NEGATIVE,2,True
123,paycheck,girl,achievement,relationship,song,friendship,victories,miracle,winner,bonus,homicides,-99,killer,funeral,nightmares,rapists,difficulties,crimes,failure,deaths,proposal,site,-99,instructions,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,tablespoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
124,paycheck,girls,achievements,relationship,song,friendship,victory,miracle,winners,bonuses,homicides,deficiencies,killers,funeral,nightmares,rapists,-99,crime,failures,deaths,proposal,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,towns,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
125,paycheck,girls,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessor,affiliations,referral,pillar,towns,second,yard,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,big,narrow,NEGATIVE,1,True
126,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillar,town,second,mile,kilometer,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
127,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,region,instruction,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
128,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instructions,particles,predecessors,affiliation,referral,pillar,towns,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,thousand,small,narrow,NEGATIVE,1,True
129,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulty,crimes,failures,deaths,proposals,site,region,instructions,particle,predecessors,affiliation,referral,pillars,-99,second,mile,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
130,paychecks,girls,achievements,relationships,song,friendships,victory,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crime,failures,deaths,proposals,sites,region,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,mile,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
131,paychecks,girl,achievement,relationships,songs,friendships,victories,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulty,crime,failure,death,proposals,sites,region,instructions,particle,predecessor,affiliations,referral,pillar,town,second,yard,kilometer,tablespoon,liter,gigabyte,hertz,hundred,big,wide,NEGATIVE,2,True
132,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessor,affiliations,referral,pillar,town,minute,mile,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,small,wide,NEGATIVE,2,True
133,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,regions,instructions,particles,predecessors,affiliations,referral,pillar,towns,minute,yard,kilometer,teaspoon,liter,gigabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
134,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killer,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,region,instruction,particle,predecessor,affiliation,referral,pillar,towns,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
135,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particles,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
136,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particles,predecessors,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,liter,gigabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
137,paycheck,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,-99,deficiency,killer,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,towns,second,yard,centimeter,tablespoon,liter,megabyte,hertz,thousand,big,wide,POSITIVE,2,False
138,paycheck,girl,achievements,relationship,song,friendship,victories,miracles,winner,bonuses,homicides,deficiency,killer,funerals,nightmares,rapists,difficulty,crimes,failure,death,proposal,site,region,instruction,particle,predecessors,affiliation,referrals,pillars,town,minute,mile,centimeter,teaspoon,liter,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,2,True
139,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillar,towns,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
140,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiency,killer,funerals,nightmares,rapist,difficulty,crimes,failure,deaths,proposals,sites,regions,instructions,particle,predecessor,affiliations,referrals,pillars,town,second,yard,centimeter,tablespoon,liter,megabyte,gigahertz,thousand,small,narrow,POSITIVE,2,True
141,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failures,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,-99,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
142,paychecks,girls,achievements,-99,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,region,instructions,particles,predecessors,affiliations,referrals,pillars,town,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
143,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instructions,particles,predecessors,affiliation,referral,pillars,town,second,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
144,paycheck,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,-99,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,megabyte,hertz,thousand,small,wide,NEGATIVE,3,True
145,paychecks,girl,achievement,relationship,songs,friendships,victories,miracle,winners,bonuses,homicides,deficiency,killer,funerals,nightmare,rapists,difficulty,crime,failure,death,proposal,site,regions,instruction,particle,predecessors,affiliations,referral,pillar,town,second,yard,kilometer,tablespoon,liter,gigabyte,hertz,thousand,small,wide,NEGATIVE,1,True
146,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,yard,centimeter,teaspoon,liter,megabyte,hertz,thousand,big,wide,NEGATIVE,3,True
147,paychecks,girls,achievements,relationships,song,friendships,victory,miracle,winners,bonuses,homicide,deficiencies,killers,funerals,nightmare,rapist,difficulty,crimes,failures,deaths,proposal,site,region,instructions,particle,predecessor,affiliations,referral,pillars,town,minute,mile,kilometer,teaspoon,cup,megabyte,hertz,hundred,small,wide,POSITIVE,2,False
148,paychecks,girls,achievement,relationships,song,friendships,victory,miracle,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposal,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,town,second,yard,kilometer,tablespoon,cup,gigabyte,hertz,thousand,big,narrow,NEGATIVE,3,True
149,paychecks,girl,achievement,relationships,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,region,instructions,particle,predecessor,affiliations,referral,pillars,towns,minute,mile,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
150,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
151,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,-99,deficiencies,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessors,affiliations,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,gigahertz,thousand,small,narrow,NEGATIVE,1,True
152,paychecks,girls,achievements,relationships,song,friendship,victories,miracle,winners,bonuses,homicide,deficiency,killers,funerals,nightmare,rapists,difficulty,crime,failure,deaths,proposals,site,regions,instruction,particles,predecessors,affiliation,referrals,pillars,towns,minute,yard,kilometer,tablespoon,liter,megabyte,hertz,hundred,big,wide,POSITIVE,2,False
153,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funerals,nightmares,rapists,difficulty,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
154,paycheck,girls,achievements,relationship,songs,friendships,victories,miracles,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instructions,particles,predecessor,affiliations,referrals,pillar,town,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
155,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,region,instruction,particles,predecessor,affiliation,referrals,pillar,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
156,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,town,minute,yard,centimeter,teaspoon,cup,gigabyte,gigahertz,thousand,small,wide,POSITIVE,3,True
157,paycheck,girl,achievements,relationship,songs,friendships,victories,miracles,winners,bonus,homicide,deficiency,killer,funeral,nightmares,rapist,difficulty,crime,failure,death,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillar,town,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,small,wide,POSITIVE,3,True
158,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,yard,centimeter,teaspoon,liter,gigabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
159,paychecks,girl,achievements,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killers,funeral,nightmare,rapist,difficulty,crime,failures,death,proposals,site,region,instruction,particles,predecessors,affiliation,referral,pillar,town,second,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
160,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
161,paychecks,girl,-99,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funeral,nightmares,rapist,difficulty,crimes,failures,deaths,proposal,sites,region,instruction,particle,predecessors,affiliations,referral,pillar,town,second,mile,kilometer,teaspoon,liter,megabyte,gigahertz,hundred,small,narrow,NEGATIVE,3,True
162,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winner,bonuses,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposals,sites,region,instructions,particle,predecessor,affiliations,referral,pillars,towns,minute,mile,centimeter,teaspoon,cup,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,3,True
163,paychecks,girl,achievement,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,regions,instructions,particle,predecessors,affiliation,referrals,pillar,town,second,yard,kilometer,teaspoon,cup,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,1,True
164,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crime,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
165,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,towns,second,mile,centimeter,tablespoon,cup,gigabyte,hertz,thousand,big,narrow,POSITIVE,1,True
