,
He wanted to give me  a ticket for my sign.,He wanted to give me a ticket for my sign.
,
"It is about time we, the Congress of the United  States, on a bipartisan basis, come up with an actionable plan to fight  and defeat ISIS, one that is consistent with our values and at the same  time one that does not inadvertently commit us to 5 and 10 years down  the road responsibilities that we do not envision today.","It is about time we, the Congress of the United  States, on a bipartisan basis, come up with an actionable plan to fight and defeat ISIS, one that is consistent with our values and at the same time one that does not inadvertently commit us to 5 and 10 years down the road responsibilities that we do not envision today."
,
"Having now  been in the military for 19 years, it is very clear that their main  criteria for military service is: Can you complete the mission?","Having now been in the military for 19 years, it is very clear that their main criteria for military service is: Can you complete the mission?"
,
"Second of all, to look at technology as the answer, we should also be  looking at addressing our ports of entry, addressing the very, very  real need of understaffing among Customs agents that are essential both  to security and the flow of goods and services, trade, and economic  development.","Second of all, to look at technology as the answer, we should also be looking at addressing our ports of entry, addressing the very, very real need of understaffing among Customs agents that are essential both to security and the flow of goods and services, trade, and economic development."
,
What happens when you  combine a larger workload with fewer employees?,What happens when you combine a larger workload with fewer employees?
,
"Mr. Speaker, there are basic problems with flood insurance.","Mr. Speaker, there are basic problems with flood insurance."
,
" as we all know, we launched this bipartisan  effort about a year and a half ago, and with tomorrow's House vote, we  mark a very important milestone in our quest for 21st century cures,  one step closer to the finish line.","As we all know, we launched this bipartisan effort about a year and a half ago, and with tomorrow's House vote, we mark a very important milestone in our quest for 21st century cures, one step closer to the finish line."
,
"So these are the types of things that we are fighting against here,  Mr. Speaker.","So these are the types of things that we are fighting against here, Mr. Speaker."
,
Let's not forget  that in this discussion.,Let's not forget that in this discussion.
,
"Whether the gentleman from  Maryland wants to recognize it or not, we have divided government.","Whether the gentleman from Maryland wants to recognize it or not, we have divided government."
,
This legislation       would limit the types of scientific data EPA can use as it       develops policy to protect the American public from        environmental exposures and permit violation of patient       confidentiality.,This legislation would limit the types of scientific data EPA can use as it develops policy to protect the American public from environmental exposures and permit violation of patient confidentiality.
,
"It is also important to note that  participation in this day is purely voluntary by these businesses, with  no monetary solicitation or donations before, during, or after the  event.","It is also important to note that participation in this day is purely voluntary by these businesses, with no monetary solicitation or donations before, during, or after the  event."
,
"Mr. Speaker, I stand here today to advance the conversation  surrounding the complete tax reform.","Mr. Speaker, I stand here today to advance the conversation surrounding the complete tax reform."
,
"And in the  midst of it, he indicated, ``I mean Osama bin Laden.''","And in the midst of it, he indicated, ""I mean Osama bin Laden.''"
,
"Mr. Chairman, it is time we close this loophole that enables  excessive payouts to groups that have made a business of suing the  Federal Government.","Mr. Chairman, it is time we close this loophole that enables excessive payouts to groups that have made a business of suing the Federal Government."
,
"Mr. Speaker, the House will consider a number of suspensions next  week, a complete list of which will be announced by close of business  today.","Mr. Speaker, the House will consider a number of suspensions next week, a complete list of which will be announced by close of business today."
,
"I  have received a letter from one of my volunteer fire departments just a  few months ago that spoke about this bill, and it said that the  provision that is hurting our firefighters could be devastating to fire  departments.","I  have received a letter from one of my volunteer fire departments just a few months ago that spoke about this bill, and it said that the provision that is hurting our firefighters could be devastating to fire departments."
,
" Reclaiming my time, Mr. Chairman, I would ask my  colleague if he knows how much mining taxes contribute to the State of  Minnesota.","Reclaiming my time, Mr. Chairman, I would ask my colleague if he knows how much mining taxes contribute to the State of Minnesota."
,
I am so deeply troubled that H.R. 1009 gives the Trump administration  a say in the Federal Reserve's financial policy decisions.,I am so deeply troubled that H.R. 1009 gives the Trump administration a say in the Federal Reserve's financial policy decisions.
,
"Helium can be used in the  missile technology utilized by Iran, Syria, and North Korea, putting  millions of lives at risk in the Middle East, on the Korean Peninsula,  and possibly around the world.","Helium can be used in the missile technology utilized by Iran, Syria, and North Korea, putting millions of lives at risk in the Middle East, on the Korean Peninsula, and possibly around the world."
,
"I  understand that there are great challenges; but whatever the cost,  whatever the cost to prevent a nuclear-armed Iran may be, it will pale  in insignificance compared to the cost to our children and the entire  human family of allowing the jihadist regime in Iran to profit nuclear  weapons.",X
,
My mother is dead  because her health care was in England.,My mother is dead because her health care was in England.
,
"Instead of doing more for those  who have little, they are doing much for those who already control the  greatest amount of wealth ever in the handful of a few people since the  1400s, when the Spanish Empire was ripping off the Western Hemisphere.","Instead of doing more for those who have little, they are doing much for those who already control the greatest amount of wealth ever in the handful of a few people since the 1400s, when the Spanish Empire was ripping off the Western Hemisphere."
,
"Whether it is a mom-and- pop brick manufacturing company, an international steel manufacturing  company, or a coal-fired power plant, they are all dealing with new and  very costly new EPA rules.","Whether it is a mom-and- pop brick manufacturing company, an international steel manufacturing  company, or a coal-fired power plant, they are all dealing with new and  very costly new EPA rules."
,
"If a contractor fails to preserve high  standards of integrity and business ethics, agencies already have the  authority to suspend or debar the employer from government contracting.","If a contractor fails to preserve high standards of integrity and business ethics, agencies already have the authority to suspend or debar the employer from government contracting."
,
"I particularly want to say to my friends Mr. Grimm  and Mr. King of New York, and I've seen several times that they've sat  and worked together collectively with our Governor, whom I also want to  contribute a special thank-you to, Governor Mario Cuomo, and Governor Chris  Christie from New Jersey, for working cooperatively, not as a Democrat  or a Republican, but working as an elected official to come together to  the aid of people who need aid, aid from a terrible storm.","I particularly want to say to my friends Mr. Grimm and Mr. King of New York, and I've seen several times that they've sat  and worked together collectively with our Governor, whom I also want to contribute a special thank-you to, Governor Mario Cuomo, and Governor Chris Christie from New Jersey, for working cooperatively, not as a Democrat  or a Republican, but working as an elected official to come together to the aid of people who need aid, aid from a terrible storm."
,
This provision would  ensure that any traveler that is determined to be potentially dangerous  undergoes security screening on U.S. soil before being allowed to board  a domestic flight.,This provision would ensure that any traveler that is determined to be potentially dangerous undergoes security screening on U.S. soil before being allowed to board a domestic flight.
,
"While strides have been made in establishing worldwide practice of  freedom of religion, it is currently under assault.","While strides have been made in establishing worldwide practice of freedom of religion, it is currently under assault."
,
" I rise today to acknowledge  Baylor Regional Medical Center at Plano on their latest accolade--the  2013 Malcolm Baldrige National Quality Award, which is the Nation's  highest Presidential honor for performance excellence through  innovative practices and visionary leadership.","I rise today to acknowledge Baylor Regional Medical Center at Plano on their latest accolade--the 2013 Malcolm Baldrige National Quality Award, which is the Nation's highest Presidential honor for performance excellence through innovative practices and visionary leadership."
,
"And in talking about  some of the world leaders who called him and expressed their concern,  because they knew, as he said and as Leader Pelosi said: An attack on  Steve Scalise was an attack on us all, and it was an attack on our  democracy and an attack on peacefully resolving differences, no matter  how strongly they may be held--a lesson for all of us.","And in talking about some of the world leaders who called him and expressed their concern, because they knew, as he said and as Leader Pelosi said: An attack on Steve Scalise was an attack on us all, and it was an attack on our democracy and an attack on peacefully resolving differences, no matter how strongly they may be held--a lesson for all of us."
,
"The agreement gradually removes the key walls that prevent Iran  from obtaining nuclear weapons capabilities, from growing its economic  influence in the Middle East, and from continuing its state funding of  terrorist organizations that threaten the security of the country and  the well-being of our allies.","The agreement gradually removes the key walls that prevent Iran from obtaining nuclear weapons capabilities, from growing its economic influence in the Middle East, and from continuing its state funding of terrorist organizations that threaten the security of the country and the well-being of our allies."
,
They want the IRS to fail to answer the  vast majority of customer service calls?,They want the IRS to fail to answer the vast majority of customer service calls?
,
"I start by bowing in humility to my God, hoping for wisdom and  inspiration on a responsibility so big on my shoulders that we all  share of course.","I start by bowing in humility to my God, hoping for wisdom and inspiration on a responsibility so big on my shoulders that we all share of course."
,
"Let's heed the call of the fasters, of  those who pray passionately for comprehensive immigration reform.","Let's heed the call of the fasters, of those who pray passionately for comprehensive immigration reform."
,
"Mr. Chairman, nothing is more important to the future of this Nation  than the success of our children, and right now Federal education law  isn't helping students gain the skills and knowledge they need.","Mr. Chairman, nothing is more important to the future of this Nation than the success of our children, and right now Federal education law isn't helping students gain the skills and knowledge they need."
,
"On March 27, 1919, Theodore Roosevelt sent a telegram to Mr. William  Marshall Bullitt of Louisville, Kentucky, and many more respected  military wartime veteran leaders across the country which indicated:  ``A conference will be held at St. Louis about May 1 for the purpose of  organizing an association composed of those who   have been in the land and naval forces of the United States in this  war.","On March 27, 1919, Theodore Roosevelt sent a telegram to Mr. William Marshall Bullitt of Louisville, Kentucky, and many more respected military wartime veteran leaders across the country which indicated:  ""A conference will be held at St. Louis about May 1 for the purpose of organizing an association composed of those who have been in the land and naval forces of the United States in this  war."""
,
"By sharing financial intelligence with law  enforcement, private industry, and its foreign counterparts, FinCEN  supports financial crime investigations throughout the world.","By sharing financial intelligence with law enforcement, private industry, and its foreign counterparts, FinCEN supports financial crime investigations throughout the world."
,
"As the chairman indicated, the intent of the bill is simple: if  you're a Federal employee or applicant, you should be making a good  faith effort to pay your taxes or to dispute them, as the taxpayers  have a right to do.","As the chairman indicated, the intent of the bill is simple: if you're a Federal employee or applicant, you should be making a good faith effort to pay your taxes or to dispute them, as the taxpayers have a right to do."
,
"The answer is an emphatic no, he  cannot.","The answer is an emphatic no, he cannot."
,
" Mr. Chairman, there are three principal  reforms that this amendment makes to current law:   One is it states that new functions that the Department of Defense  enters into, as far as having contract requirements, can be done by the  private sector."," Mr. Chairman, there are three principal reforms that this amendment makes to current law: One is it states that new functions that the Department of Defense enters into, as far as having contract requirements, can be done by the private sector."
,
These statutory changes  are important.,These statutory changes are important.
,
"This  amendment now is a placeholder, hopefully, for our conversation going  forward dealing with the preservation of our museums.","This amendment now is a placeholder, hopefully, for our conversation going forward dealing with the preservation of our museums."
,
"But to have this debate today and to say that you can't potentially do  this because it is driven, it is a Republican agenda, because it is a  war on women, if anything, this is a war for women.","But to have this debate today and to say that you can't potentially do this because it is driven, it is a Republican agenda, because it is a war on women, if anything, this is a war for women."
,
"Sergeant Moore was shot and killed in the  line of duty May 5, 2015.","Sergeant Moore was shot and killed in the line of duty May 5, 2015."
,
"Courtney was not only a victim of attack, but a victim of repeated  backlash from superiors and colleagues.","Courtney was not only a victim of attack, but a victim of repeated backlash from superiors and colleagues."
,
"The financial cliff was approached, and we went over it.","The financial cliff was approached, and we went over it."
,
"Unfortunately,  when I met Mr. Puckett, the conversation was not so optimistic.","Unfortunately,  when I met Mr. Puckett, the conversation was not so optimistic."
,
"That bill set up what amounts to a new entitlement program  for these four States, which will result in a massive transfer of  wealth from the Federal Government.","That bill set up what amounts to a new entitlement program for these four States, which will result in a massive transfer of wealth from the Federal Government."
,
"It is going to  somewhere, to somebody in Nigeria, and the people of Nigeria need to  begin to enjoy some of the prosperity with which their land has been  blessed, and I hope we see that in our lifetime as well.","It is going to somewhere, to somebody in Nigeria, and the people of Nigeria need to begin to enjoy some of the prosperity with which their land has been blessed, and I hope we see that in our lifetime as well."
,
This  abdication of duty has not been seen since the Harding  Administration.,This abdication of duty has not been seen since the Harding Administration.
,
"Mr. Speaker, the Historically Black Colleges and Universities  Preservation Program exists to preserve, and stabilize historic  structures on HBCU campuses through projects such as structural  stabilization, masonry repair, replacement of antiquated electrical and  plumbing systems, abating environmental hazards such as asbestos,  ameliorating termite damage, and replacing leaking roofs.","Mr. Speaker, the Historically Black Colleges and Universities Preservation Program exists to preserve, and stabilize historic structures on HBCU campuses through projects such as structural stabilization, masonry repair, replacement of antiquated electrical and  plumbing systems, abating environmental hazards such as asbestos,  ameliorating termite damage, and replacing leaking roofs."
,
"Sergeant Moore was shot and killed in the  line of responsibility May 5, 2015.","Sergeant Moore was shot and killed in the line of responsibility May 5, 2015."
,
"As you can see, Mr. Speaker, under current law, if we don't make  necessary changes, we are going to be spending more on interest alone  on the national debt than we are on all defense issues combined.","As you can see, Mr. Speaker, under current law, if we don't make necessary changes, we are going to be spending more on interest alone on the national debt than we are on all defense issues combined."
,
"We need to have  borders that are controlled, not just because of the issue of  immigration or criminal immigration, but because of the threat in a  period of asymmetric warfare or an asymmetric threat where those who  are committed to do us harm are not just nation states but maybe  transnational terrorist organizations or maybe those that have been  known as lone wolves who are incited by, inspired by, and committed to  the values that have been expressed by those terrorist organizations  who spread their venom around the world seeing who might be attracted  to it.","We need to have borders that are controlled, not just because of the issue of  immigration or criminal immigration, but because of the threat in a period of asymmetric warfare or an asymmetric threat where those who  are committed to do us harm are not just nation states but maybe  transnational terrorist organizations or maybe those that have been known as lone wolves who are incited by, inspired by, and committed to the values that have been expressed by those terrorist organizations who spread their venom around the world seeing who might be attracted  to it."
,
"That council brings about 17 agencies of government together to plan  and to look at the impact of their programs, policies, initiatives that  help, and to really plan how we can create an environment in our  communities and in our country that supports wellness and supports  prevention and supports good health, so that people can walk in their  neighborhoods, so that they could have fresh fruit and vegetables in  their   neighborhoods and other things like that so we can deal with the  obesity problem, so we can deal with smoking cessation, and all the  things that contribute to poor health and really increase the costs.","That council brings about 17 agencies of government together to plan and to look at the impact of their programs, policies, initiatives that  help, and to really plan how we can create an environment in our communities and in our country that supports wellness and supports prevention and supports good health, so that people can walk in their  neighborhoods, so that they could have fresh fruit and vegetables in their neighborhoods and other things like that so we can deal with the  obesity problem, so we can deal with smoking cessation, and all the things that contribute to poor health and really increase the costs."
,
I am also proud to represent and support Representative  Linda Sanchez' House resolution to recognize June as Hispanic Heritage  Month.,I am also proud to represent and support Representative Linda Sanchez' House resolution to recognize June as Hispanic Heritage Month.
,
The SEC does notregulate monetary  institutions.,The SEC does not regulate monetary institutions.
,
"Placing the tax on the revenue side makes it  much more costly for small device makers to pay for it because many of  them have high revenue levels, but much smaller profit margins.","Placing the tax on the revenue side makes it much more costly for small device makers to pay for it because many of  them have high revenue levels, but much smaller profit margins."
,
I believe the greatest opportunity we have here is to include efforts  to move our Nation toward a greener economy as part of a comprehensive  infrastructure bill.,I believe the greatest opportunity we have here is to include efforts to move our Nation toward a greener economy as part of a comprehensive infrastructure bill.
,
"Mr. Speaker, back in the late 1990s, in the middle of what was called  the dot-com boom, my predecessor, the then-majority leader of the House  of Representatives, Richard Armey, came and talked to the Dallas Chamber  of Commerce.","Mr. Speaker, back in the late 1990s, in the middle of what was called the dot-com boom, my predecessor, the then-majority leader of the House of Representatives, Richard Armey, came and talked to the Dallas Chamber of Commerce."
,
"If  you turn that into a high-performing school, you'll add more value than  anything else you could possibly do.","If you turn that into a high-performing school, you'll add more value than anything else you could possibly do."
,
"If you are down here on the  floor arguing that there is an insufficient number of doctors and they  are not paid enough, then don't argue at the same time that it is too  expensive and there are not enough cost controls; and please don't  argue that there are not enough doctors because, in fact, the  Affordable Care Act expanded the number of residencies for very basic  care, for the family practice programs.","If you are down here on the floor arguing that there is an insufficient number of doctors and they are not paid enough, then don't argue at the same time that it is too expensive and there are not enough cost controls; and please don't argue that there are not enough doctors because, in fact, the Affordable Care Act expanded the number of residencies for very basic care, for the family practice programs."
,
We must continue to preserve the American Dream for all.,We must continue to preserve the American Dream for all.
,
"We don't know for  sure, but probably likely by Wednesday or after, so, without complete  surety, I will say to the gentleman, likely a suspension debate on the  floor on Tuesday.","We don't know for sure, but probably likely by Wednesday or after, so, without complete surety, I will say to the gentleman, likely a suspension debate on the floor on Tuesday."
,
Dear Chairman Bachus: The 1 million members of the National       Association of REALTORS' supports a temporary       extension of National Flood Insurance Program (NFIP)       authority to enable the Senate to finish work on its long-      term reauthorization and reform measure (S. 1940).,Dear Chairman Bachus: The 1 million members of the National Association of REALTORS' supports a temporary extension of National Flood Insurance Program (NFIP) authority to enable the Senate to finish work on its long-term reauthorization and reform measure (S. 1940).
,
"``They said that they want to end off the black people;       they said they want to kill them all,'' recalled Elizabeth       Kafi, a 22-year-old Nuban who said she was kidnapped in       December by Sudanese uniformed soldiers.","'They said that they want to end off the black people; they said they want to kill them all,'' recalled Elizabeth Kafi, a 22-year-old Nuban who said she was kidnapped in December by Sudanese uniformed soldiers."
,
"So to summarize, we need wealth over austerity in this country.","So to summarize, we need wealth over austerity in this country."
,
I would like to thank him and recognize him for  his leadership on this issue.,I would like to thank him and recognize him for his leadership on this issue.
,
A number of Members from both sides of the aisle have expressed  extreme discomfort and even outrage at the notion that a United States  citizen apprehended on United States soil can possibly be held  indefinitely under this act.,A number of Members from both sides of the aisle have expressed extreme discomfort and even outrage at the notion that a United States citizen apprehended on United States soil can possibly be held indefinitely under this act.
,
This is a massive shift of wealth from hardworking Americans to  people at the very top.,This is a massive shift of wealth from hardworking Americans to people at the very top.
,
"On March 4, 2014, Internal Revenue Service workers in Martinsburg,  West Virginia, magnetically erased 422 backup tapes, destroying as many  as 24,000 of Lois Lerner's emails responsive to the subpoena.","On March 4, 2014, Internal Revenue Service workers in Martinsburg, West Virginia, magnetically erased 422 backup tapes, destroying as many as 24,000 of Lois Lerner's emails responsive to the subpoena."
,
"Mr. Speaker, H.R. 115 is extremely deadly because it will undoubtedly  contribute to the continuation of well-documented and pervasive racial  disparities in the imposition of the death penalty.","Mr. Speaker, H.R. 115 is extremely deadly because it will undoubtedly contribute to the continuation of well-documented and pervasive racial disparities in the imposition of the death penalty."
,
"In Pennsylvania, there have been fewer cases than you can count on  your fingers, yet up to a million people may be denied the right to  vote because of these legal reforms.","In Pennsylvania, there have been fewer cases than you can count on your fingers, yet up to a million people may be denied the right to vote because of these legal reforms."
,
"Instead of a land buy, we must end the Comprehensive Everglades  Restoration Plan.","Instead of a land buy, we must end the Comprehensive Everglades Restoration Plan."
,
"Instead, under  the leadership of Mr. Levin and Mr. Rangel, we had the May 10 agreement  with the basic principles of how we should engage other countries.","Instead, under the leadership of Mr. Levin and Mr. Rangel, we had the May 10 agreement with the basic principles of how we should engage other countries."
,
"So the CFTC was able  to power through the objections, and I would like for us to do the same  thing, because what we have asked the CFTC to do is rational,  straightforward stuff with respect to the reforms at the operations of  the Committee itself.","So the CFTC was able to power through the objections, and I would like for us to do the same thing, because what we have asked the CFTC to do is rational, straightforward stuff with respect to the reforms at the operations of the Committee itself."
,
"I start by bowing in humility to my God, hoping for wisdom and  inspiration on a duty so big on my shoulders that we all  share of course.","I start by bowing in humility to my God, hoping for wisdom and inspiration on a duty so big on my shoulders that we all share of course."
,
It is for those  who found the Solyndra default to be outrageous.,It is for those who found the Solyndra default to be outrageous.
,
"I would also like to  recognize the work of our Senate partners, Lamar Alexander and Dianne  Feinstein.","I would also like to recognize the work of our Senate partners, Lamar Alexander and Dianne Feinstein."
,
"The result: Any company offering such benefits will end up       with a lot of customers requiring expensive hospitalizations,       while its competitors that drop them will get healthier       customers who are cheaper to insure.","The result: Any company offering such benefits will end up with a lot of customers requiring expensive hospitalizations, while its competitors that drop them will get healthier customers who are cheaper to insure."
,
"I pray that we all  take his message to heart and never forget that, no matter what  distance lies between us or what barriers may divide us, we are all a part  of the family of God.","I pray that we all take his message to heart and never forget that, no matter what distance lies between us or what barriers may divide us, we are all a part of the family of God."
,
"Importantly, what this bill does is use targeted financial and  economic pressure to isolate Kim Jong-un and his top officials from the  assets that they maintain in foreign banks and from the hard currency  that sustains their rule.","Importantly, what this bill does is use targeted financial and economic pressure to isolate Kim Jong-un and his top officials from the assets that they maintain in foreign banks and from the hard currency that sustains their rule."
,
This bill is an assault on workers.,This bill is an assault on workers.
,
"Frances Willard earned her place in history by pioneering the  temperance movement, breaking walls in the field of education and  leading the movement to obtain women's right to vote.","Frances Willard earned her place in history by pioneering the temperance movement, breaking walls in the field of education and leading the movement to obtain women's right to vote."
,
"Rather, we all suffer under a system in which innocent Americans  everywhere live under the constant fear of a possibly bankrupting  frivolous lawsuit.","Rather, we all suffer under a system in which innocent Americans everywhere live under the constant fear of a possibly bankrupting frivolous lawsuit."
,
We can compete if we break down barriers.,We can compete if we break down barriers.
,
"Mr. Speaker, the Enhancing Detection of Human Trafficking Act  supports current efforts to combat human trafficking by providing the  Department of Labor the tools and resources it needs to identify and  properly answer to human rights abuses.","Mr. Speaker, the Enhancing Detection of Human Trafficking Act supports current efforts to combat human trafficking by providing the Department of Labor the tools and resources it needs to identify and properly answer to human rights abuses."
,
"As I think about Memorial Day, I wish we could, daily, see every  heroic name across our walls here and recall the harrowing stories of  the Second World War and the over 400,000 U.S. Army, Air Force, Navy,  Marine, Coastguardsman, and each and every Merchant Marine who fought  and died in Europe and in the Pacific and in Africa for the freedom of  the entire world from being ruled by an evil and intolerant empire.","As I think about Memorial Day, I wish we could, daily, see every heroic name across our walls here and recall the harrowing stories of the Second World War and the over 400,000 U.S. Army, Air Force, Navy, Marine, Coastguardsman, and each and every Merchant Marine who fought and died in Europe and in the Pacific and in Africa for the freedom of the entire world from being ruled by an evil and intolerant empire."
,
"In 10, 15, 20, 30 years later when they go to replace it, well, the  barriers are in, the windows are in, the people are in, the offices are  in.","In 10, 15, 20, 30 years later when they go to replace it, well, the barriers are in, the windows are in, the people are in, the offices are  in."
,
"At issue are two solemn and deeply-rooted principles: one, the right  of Indian tribes to possess as distinct independent political  communities retaining their original rights in matters of local self- government; and, two, the rights of workers to organize, bargain  collectively, and engage in concerted activities for their mutual aid  and protection.","At issue are two solemn and deeply-rooted principles: one, the right of Indian tribes to possess as distinct independent political communities retaining their original rights in matters of local self-government; and, two, the rights of workers to organize, bargain collectively, and engage in concerted activities for their mutual aid and protection."
,
"Over the last 25 years, I and a small band of ``just refuse to go  along and get along'' types here in Congress have engaged in a constant  fight to maintain the intellectual property of American inventors.","Over the last 25 years, I and a small band of ""just refuse to go along and get along'' types here in Congress have engaged in a constant fight to maintain the intellectual property of American inventors."
,
"This amount, which includes not only monetary savings, but also lives  saved and injuries prevented, is more than 25 times the net benefits  through the third fiscal year of the previous administration, and these  are important points that I believe my friends on the other side of the  aisle like to omit from their analysis.","This amount, which includes not only monetary savings, but also lives saved and injuries prevented, is more than 25 times the net benefits through the third fiscal year of the previous administration, and these are important points that I believe my friends on the other side of the aisle like to omit from their analysis."
,
It is important that we create the proper  avenues for victims of sexual assault to avoid re-victimization through  the legal process.,It is important that we create the proper avenues for victims of sexual assault to avoid re-victimization through the legal process.
,
"And the interim  President right now is a former judge, so we had some things in common  as we spoke not long ago there in Egypt.","And the interim President right now is a former judge, so we had some things in common as we spoke not long ago there in Egypt."
,
" equality, justice, and opportunity for all  cannot coexist in a society where bigotry, misogyny, anti-Semitism, and  other types of hatred are accepted or even encouraged.","Equality, justice, and opportunity for all cannot coexist in a society where bigotry, misogyny, anti-Semitism, and other types of hatred are accepted or even encouraged."
,
I yield to the gentleman from Texas for the answer.,I yield to the gentleman from Texas for the answer.
,
"I ask the appropriators, who I know are very concerned, to come  together to give us the emergency supplemental so that homes can be  rebuilt, that homes can be bought out, and that, in fact, the  infrastructure that is crumbling and caused the major flooding, that  reservoir pools that flooded whole comprehensive developments, can be fixed,  that we can do infrastructure and save lives.","I ask the appropriators, who I know are very concerned, to come together to give us the emergency supplemental so that homes can be  rebuilt, that homes can be bought out, and that, in fact, the infrastructure that is crumbling and caused the major flooding, that reservoir pools that flooded whole comprehensive developments, can be fixed, that we can do infrastructure and save lives."
,
I yield to the gentleman from Texas for the respond.,I yield to the gentleman from Texas for the respond.
,
It is excessive and painful to think that men and women who are  willing to die for this country are not being treated with the utmost  dignity and respect.,It is excessive and painful to think that men and women who are willing to die for this country are not being treated with the utmost dignity and respect.
,
" ``Judgment in cases of impeachment shall not extend  further than to removal from office, and disqualification to hold and  enjoy any office of honor, trust or gain under the United States: but  the party convicted shall nevertheless be liable and subject to  indictment, trial, judgment and punishment, according to law.''"," ""Judgment in cases of impeachment shall not extend further than to removal from office, and disqualification to hold and enjoy any office of honor, trust or gain under the United States: but the party convicted shall nevertheless be liable and subject to indictment, trial, judgment and punishment, according to law.''"
,
"This bill, yet again, attempts to balance the budget on the backs of  the most vulnerable--our seniors, our children, those who are  struggling--while not asking the most fortunate in our society to  give anything more.","This bill, yet again, attempts to balance the budget on the backs of the most vulnerable--our seniors, our children, those who are struggling--while not asking the most fortunate in our society to give anything more."
,
"So I say to my fellow Democrats, if cutting SNAP or other programs  that help poor people is the price of admission to get anything done,  any piece of major legislation passed, then we have strayed very, very  far from our values.","So I say to my fellow Democrats, if cutting SNAP or other programs that help poor people is the price of admission to get anything done, any piece of major legislation passed, then we have strayed very, very far from our values."
,
"`As long as the Obama administration is more concerned  with keeping groups like Al-Marayati's glad with them instead of  investigating actual terrorism, we will never have a sane counter- terror policy.'","`As long as the Obama administration is more concerned with keeping groups like Al-Marayati's glad with them instead of investigating actual terrorism, we will never have a sane counter-terror policy.'"
,
"Although this  bill went through regular order and enjoyed lively and meaningful  conversation at the subcommittee and full committee levels, some  misperceptions remain.","Although this bill went through regular order and enjoyed lively and meaningful conversation at the subcommittee and full committee levels, some misperceptions remain."
,
I am happy to say  that language reported from the Energy and Commerce Committee reflects  several changes sought by Democratic members of the committee.,I am happy to say that language reported from the Energy and Commerce Committee reflects several changes sought by Democratic members of the committee.
,
"The agreement gradually removes the key barriers that prevent Iran  from obtaining nuclear weapons capabilities, from growing its economic  influence in the Middle East, and from continuing its state funding of  terrorist organizations that threaten the security of the country and  the well-being of our allies.","The agreement gradually removes the key barriers that prevent Iran from obtaining nuclear weapons capabilities, from growing its economi  influence in the Middle East, and from continuing its state funding of terrorist organizations that threaten the security of the country and the well-being of our allies."
,
H.R. 3894 will help ensure that instances of child abuse and neglect  are recognized and reported immediately by empowering appropriate  military and civilian personnel in the Department of Defense with the  skills and training need to recognize evidence of child abuse and  neglect and to place on them an affirmative duty to report instances of  suspected abuse or neglect promptly and directly to child protective  agencies.,H.R. 3894 will help ensure that instances of child abuse and neglect are recognized and reported immediately by empowering appropriate military and civilian personnel in the Department of Defense with the skills and training need to recognize evidence of child abuse and neglect and to place on them an affirmative duty to report instances of suspected abuse or neglect promptly and directly to child protective agencies.
,
"My friends, I understand we have a fundamental disagreement about how  this country ought to be run, and I am glad that we have that debate  here in this Chamber.","My friends, I understand we have a fundamental disagreement about how this country ought to be run, and I am glad that we have that debate here in this Chamber."
,
"I am not sure I would have supported past farm bills, to tell you the  truth, that were passed before I came here; but I support this one  because the changes we have brought to the agriculture side and the  nutrition side are very good.","I am not sure I would have supported past farm bills, to tell you the truth, that were passed before I came here; but I support this one because the changes we have brought to the agriculture side and the nutrition side are very good."
,
"We can enact better efficiency standards to make the resources we do have last longer, and we can end the billions of dollars in giveaways for Big Oil and finally level the playing field for all types of energy technology.",
,
How outrageous.,How outrageous.
,
I am also proud to represent and support Representative  Linda Sanchez' House resolution to acknowledge June as Hispanic Heritage  Month.,I am also proud to represent and support Representative Linda Sanchez' House resolution to acknowledge June as Hispanic Heritage Month.
,
This bill fits squarely within the authority by bringing  uniformity to cases of de minimis presence by interstate employees in  order to reduce compliance costs.,This bill fits squarely within the authority by bringing uniformity to cases of de minimis presence by interstate employees in order to reduce compliance costs.
,
"However, as we all know, arbitrary regulations and outrageous taxation  unfairly punishes hardworking Americans and impedes our industrial  capability.","However, as we all know, arbitrary regulations and outrageous taxation unfairly punishes hardworking Americans and impedes our industrial capability."
,
"Additionally, this bill will create a partisan commission, with twice  as many Republican Members as Democrats, to review the Federal Reserve  monetary policy and make changes to its current vital role in  determining that policy.","Additionally, this bill will create a partisan commission, with twice as many Republican Members as Democrats, to review the Federal Reserve monetary policy and make changes to its current vital role in determining that policy."
,
" on September 11 of this year, four  Americans, including our United States ambassador, were killed in an  assault at the Benghazi consulate.","On September 11 of this year, four Americans, including our United States ambassador, were killed in an assault at the Benghazi consulate."
,
"The FBI has already announced to us that it strongly opposes this  bill because, in its words, ``this proposal risks undermining criminal  investigations by reducing the willingness of individuals to cooperate  with law enforcement and would result in the creation of recordings of  law enforcement conversations that could jeopardize sensitive and  important criminal and counterterrorism investigations.''","The FBI has already announced to us that it strongly opposes this bill because, in its words, ""This proposal risks undermining criminal investigations by reducing the willingness of individuals to cooperate with law enforcement and would result in the creation of recordings of law enforcement conversations that could jeopardize sensitive and important criminal and counterterrorism investigations.''"
,
"The land is the county's, no exchange of gain whatsoever.",X
,
